Y,0.25,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.33,0,賭博,N,N,,
Y,0.67,0,賭博,N,N,,
Y,0.5,0,賭博,N,N,,
Y,0.33,0,賭博,N,N,830.0,
Y,0.25,0,賭博,N,N,1123.0,
Y,0.17,0,賭博,N,N,1129.0,
Y,0.0,1000,賭博,N,N,1192.0,
Y,0.25,0,賭博,N,Y,,
Y,0.0,8000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.33,0,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.33,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.0,15000,賭博,N,N,359.0,
Y,0.33,0,賭博,N,N,363.0,
Y,0.17,0,賭博,N,N,106.0,
Y,0.0,5000,賭博,N,N,109.0,
Y,0.0,5000,賭博,N,N,131.0,
Y,0.0,36000,賭博,N,N,,
Y,0.0,3000,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.27,3000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.25,0,賭博,Y,N,,
Y,0.0,4000,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.42,0,賭博,N,N,,
Y,0.0,3000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,4000,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.0,9000,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.0,2000,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.5,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.0,3000,賭博,N,N,,
Y,0.08,0,賭博,N,N,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,3000,賭博,N,N,,
Y,0.0,5000,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.42,0,賭博,N,N,,
Y,0.0,20000,賭博,N,N,,
Y,0.0,3000,賭博,N,Y,,
Y,0.0,10000,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.0,8000,賭博,N,N,,
Y,0.0,10000,賭博,N,N,,
Y,0.0,10000,賭博,N,N,,
Y,0.0,6000,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.5,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,N,,
Y,0.42,0,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.33,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.17,20000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.33,0,賭博,N,N,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.33,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.0,25000,賭博,N,N,,
Y,0.33,0,賭博,N,N,,
Y,0.42,0,賭博,N,N,,
Y,0.0,10000,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.0,5000,賭博,N,N,,
Y,0.0,5000,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.0,5000,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.0,3000,賭博,N,N,,
Y,0.33,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,3000,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.25,0,賭博,N,N,,
Y,0.0,3000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.17,0,賭博,N,N,,
Y,0.0,5000,賭博,N,N,,
Y,0.0,12000,賭博,N,N,,
Y,0.0,12000,賭博,N,N,,
Y,0.0,5000,賭博,N,Y,,
Y,0.42,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.0,5000,賭博,N,Y,,
Y,0.0,15000,賭博,N,Y,,
Y,0.0,3000,賭博,N,N,,
Y,0.5,60000,賭博,N,Y,,
Y,0.0,5000,賭博,N,N,,
Y,0.0,10000,賭博,N,N,,
Y,0.0,5000,賭博,N,Y,,
Y,0.0,3000,賭博,N,N,,
Y,0.33,0,賭博,N,Y,,
Y,0.0,20000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,199.0,
Y,0.0,10000,賭博,N,N,,
Y,0.5,50000,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.33,0,賭博,N,Y,,
Y,0.0,18000,賭博,N,N,,
Y,0.17,0,賭博,N,N,205.0,
Y,0.0,10000,賭博,N,Y,,
Y,0.42,0,賭博,N,N,,
Y,0.0,20000,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,216.0,
Y,0.0,6000,賭博,N,Y,,
Y,0.0,8000,賭博,N,N,,
Y,0.0,6000,賭博,N,N,,
Y,0.0,10000,賭博,N,Y,,
Y,0.0,5000,賭博,N,N,,
Y,0.25,0,賭博,N,N,223.0,
Y,0.14,0,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.0,10000,賭博,N,N,,
Y,0.0,10000,賭博,N,N,236.0,
Y,0.0,5000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.0,10000,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.42,0,賭博,N,Y,,
Y,0.0,10000,賭博,N,Y,242.0,
Y,0.0,20000,賭博,N,N,,
Y,0.0,20000,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.33,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.25,0,賭博,N,N,257.0,
Y,0.0,10000,賭博,N,N,,
Y,0.33,0,賭博,N,N,,
Y,0.0,6000,賭博,N,N,,
Y,0.0,4000,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,266.0,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.42,60000,賭博,N,N,,
Y,0.0,5000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,273.0,
Y,0.25,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.25,0,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,279.0,
Y,0.0,6000,賭博,N,N,,
Y,0.0,25000,賭博,N,Y,,
Y,0.5,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,291.0,
Y,0.25,0,賭博,N,Y,,
Y,0.33,0,賭博,N,N,,
Y,0.42,0,賭博,N,N,,
Y,0.0,7000,賭博,N,Y,,
Y,0.33,0,賭博,N,N,,
Y,0.0,25000,賭博,N,Y,302.0,
Y,0.25,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.0,7000,賭博,N,Y,,
Y,0.17,0,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,309.0,
Y,0.17,0,賭博,N,Y,,
Y,0.0,7000,賭博,N,Y,,
Y,0.33,0,賭博,N,Y,,
Y,0.42,0,賭博,N,N,,
Y,0.33,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.42,0,賭博,N,N,318.0,
Y,0.25,0,賭博,N,N,,
Y,0.33,0,賭博,N,Y,,
Y,0.42,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.33,0,賭博,N,Y,324.0,
Y,0.0,20000,賭博,N,N,,
Y,0.25,0,賭博,N,N,,
Y,0.42,0,賭博,N,N,,
Y,0.33,0,賭博,N,N,,
Y,0.17,0,賭博,N,Y,,
Y,0.17,0,賭博,N,N,330.0,
Y,0.0,5000,賭博,N,Y,,
Y,0.0,3000,賭博,N,Y,,
Y,0.0,3000,賭博,N,Y,,
Y,0.0,55000,賭博,N,Y,,
Y,0.0,20000,賭博,N,Y,,
Y,0.0,3000,賭博,N,Y,336.0,
Y,0.0,20000,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.0,6000,賭博,N,Y,,
Y,0.0,2000,賭博,N,Y,,
Y,0.0,12000,賭博,N,Y,,
